,category,scientific_name,common_names,conservation_status,park_name,observations
18724,Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",Not in Danger,Yellowstone National Park,218
18725,Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",Not in Danger,Bryce National Park,115
18726,Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",Not in Danger,Yosemite National Park,135
18727,Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",Not in Danger,Great Smoky Mountains National Park,82
18728,Vascular Plant,Triglochin maritima,"Arrow-Grass, Seaside Arrowgrass",Not in Danger,Yellowstone National Park,231
18729,Vascular Plant,Triglochin maritima,"Arrow-Grass, Seaside Arrowgrass",Not in Danger,Great Smoky Mountains National Park,94
18730,Vascular Plant,Triglochin maritima,"Arrow-Grass, Seaside Arrowgrass",Not in Danger,Yosemite National Park,149
18731,Vascular Plant,Triglochin maritima,"Arrow-Grass, Seaside Arrowgrass",Not in Danger,Bryce National Park,101
18732,Vascular Plant,Potamogeton filiformis,"Filiform Pondweed, Fineleaf Pondweed, Threadleaf Pondweed",Not in Danger,Yellowstone National Park,237
18733,Vascular Plant,Potamogeton filiformis,"Filiform Pondweed, Fineleaf Pondweed, Threadleaf Pondweed",Not in Danger,Yosemite National Park,201
18734,Vascular Plant,Potamogeton filiformis,"Filiform Pondweed, Fineleaf Pondweed, Threadleaf Pondweed",Not in Danger,Bryce National Park,81
18735,Vascular Plant,Potamogeton filiformis,"Filiform Pondweed, Fineleaf Pondweed, Threadleaf Pondweed",Not in Danger,Great Smoky Mountains National Park,100
18736,Vascular Plant,Potamogeton foliosus var. foliosus,Leafy Pondweed,Not in Danger,Yellowstone National Park,289
18737,Vascular Plant,Potamogeton foliosus var. foliosus,Leafy Pondweed,Not in Danger,Great Smoky Mountains National Park,68
18738,Vascular Plant,Potamogeton foliosus var. foliosus,Leafy Pondweed,Not in Danger,Bryce National Park,89
18739,Vascular Plant,Potamogeton foliosus var. foliosus,Leafy Pondweed,Not in Danger,Yosemite National Park,176
18740,Vascular Plant,Potamogeton pusillus var. tenuissimus,Small Pondweed,Not in Danger,Bryce National Park,58
18741,Vascular Plant,Potamogeton pusillus var. tenuissimus,Small Pondweed,Not in Danger,Yellowstone National Park,268
18742,Vascular Plant,Potamogeton pusillus var. tenuissimus,Small Pondweed,Not in Danger,Great Smoky Mountains National Park,101
18743,Vascular Plant,Potamogeton pusillus var. tenuissimus,Small Pondweed,Not in Danger,Yosemite National Park,147
18744,Vascular Plant,Angelica breweri,Brewer's Angelica,Not in Danger,Yellowstone National Park,243
18745,Vascular Plant,Angelica breweri,Brewer's Angelica,Not in Danger,Great Smoky Mountains National Park,91
18746,Vascular Plant,Angelica breweri,Brewer's Angelica,Not in Danger,Bryce National Park,84
18747,Vascular Plant,Angelica breweri,Brewer's Angelica,Not in Danger,Yosemite National Park,164
18748,Vascular Plant,Angelica lineariloba,"Poison Angelica, Sierra Angelica",Not in Danger,Yellowstone National Park,284
18749,Vascular Plant,Angelica lineariloba,"Poison Angelica, Sierra Angelica",Not in Danger,Great Smoky Mountains National Park,78
18750,Vascular Plant,Angelica lineariloba,"Poison Angelica, Sierra Angelica",Not in Danger,Bryce National Park,117
18751,Vascular Plant,Angelica lineariloba,"Poison Angelica, Sierra Angelica",Not in Danger,Yosemite National Park,189
18752,Vascular Plant,Anthriscus caucalis,"Bur Chervil, Burr Chervil",Not in Danger,Yellowstone National Park,238
18753,Vascular Plant,Anthriscus caucalis,"Bur Chervil, Burr Chervil",Not in Danger,Bryce National Park,100
18754,Vascular Plant,Anthriscus caucalis,"Bur Chervil, Burr Chervil",Not in Danger,Yosemite National Park,174
18755,Vascular Plant,Anthriscus caucalis,"Bur Chervil, Burr Chervil",Not in Danger,Great Smoky Mountains National Park,83
18756,Vascular Plant,Cicuta douglasii,"Douglas' Waterhemlock, Water Hemlock, Western Water Hemlock",Not in Danger,Bryce National Park,119
18757,Vascular Plant,Cicuta douglasii,"Douglas' Waterhemlock, Water Hemlock, Western Water Hemlock",Not in Danger,Great Smoky Mountains National Park,91
18758,Vascular Plant,Cicuta douglasii,"Douglas' Waterhemlock, Water Hemlock, Western Water Hemlock",Not in Danger,Yellowstone National Park,243
18759,Vascular Plant,Cicuta douglasii,"Douglas' Waterhemlock, Water Hemlock, Western Water Hemlock",Not in Danger,Yosemite National Park,170
18760,Vascular Plant,Cymopterus cinerarius,Gray Springparsley,Not in Danger,Great Smoky Mountains National Park,71
18761,Vascular Plant,Cymopterus cinerarius,Gray Springparsley,Not in Danger,Yellowstone National Park,223
18762,Vascular Plant,Cymopterus cinerarius,Gray Springparsley,Not in Danger,Yosemite National Park,144
18763,Vascular Plant,Cymopterus cinerarius,Gray Springparsley,Not in Danger,Bryce National Park,112
18764,Vascular Plant,Daucus pusillus,"American Wild Carrot, Rattlesnake Carrot, Rattlesnake Weed, Southwest Wild Carrot",Not in Danger,Great Smoky Mountains National Park,92
18765,Vascular Plant,Daucus pusillus,"American Wild Carrot, Rattlesnake Carrot, Rattlesnake Weed, Southwest Wild Carrot",Not in Danger,Bryce National Park,80
18766,Vascular Plant,Daucus pusillus,"American Wild Carrot, Rattlesnake Carrot, Rattlesnake Weed, Southwest Wild Carrot",Not in Danger,Yellowstone National Park,251
18767,Vascular Plant,Daucus pusillus,"American Wild Carrot, Rattlesnake Carrot, Rattlesnake Weed, Southwest Wild Carrot",Not in Danger,Yosemite National Park,139
18768,Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",Not in Danger,Yosemite National Park,114
18769,Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",Not in Danger,Great Smoky Mountains National Park,98
18770,Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",Not in Danger,Bryce National Park,79
18771,Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",Not in Danger,Yellowstone National Park,274
18772,Vascular Plant,Lomatium congdonii,"Congdon's Lomatium, Mariposa Desertparsley",Species of Concern,Yosemite National Park,148
18773,Vascular Plant,Lomatium congdonii,"Congdon's Lomatium, Mariposa Desertparsley",Species of Concern,Bryce National Park,92
18774,Vascular Plant,Lomatium congdonii,"Congdon's Lomatium, Mariposa Desertparsley",Species of Concern,Yellowstone National Park,217
18775,Vascular Plant,Lomatium congdonii,"Congdon's Lomatium, Mariposa Desertparsley",Species of Concern,Great Smoky Mountains National Park,70
18776,Vascular Plant,Lomatium dissectum var. dissectum,Fernleaf Biscuitroot,Not in Danger,Yosemite National Park,117
18777,Vascular Plant,Lomatium dissectum var. dissectum,Fernleaf Biscuitroot,Not in Danger,Great Smoky Mountains National Park,87
18778,Vascular Plant,Lomatium dissectum var. dissectum,Fernleaf Biscuitroot,Not in Danger,Yellowstone National Park,236
18779,Vascular Plant,Lomatium dissectum var. dissectum,Fernleaf Biscuitroot,Not in Danger,Bryce National Park,83
18780,Vascular Plant,Lomatium nevadense var. parishii,Parish's Biscuitroot,Not in Danger,Yellowstone National Park,217
18781,Vascular Plant,Lomatium nevadense var. parishii,Parish's Biscuitroot,Not in Danger,Great Smoky Mountains National Park,57
18782,Vascular Plant,Lomatium nevadense var. parishii,Parish's Biscuitroot,Not in Danger,Bryce National Park,118
18783,Vascular Plant,Lomatium nevadense var. parishii,Parish's Biscuitroot,Not in Danger,Yosemite National Park,158
18784,Vascular Plant,Lomatium torreyi,Sierra Biscuitroot,Not in Danger,Great Smoky Mountains National Park,61
18785,Vascular Plant,Lomatium torreyi,Sierra Biscuitroot,Not in Danger,Yellowstone National Park,265
18786,Vascular Plant,Lomatium torreyi,Sierra Biscuitroot,Not in Danger,Bryce National Park,130
18787,Vascular Plant,Lomatium torreyi,Sierra Biscuitroot,Not in Danger,Yosemite National Park,135
18788,Vascular Plant,Lomatium utriculatum,Common Lomatium,Not in Danger,Yellowstone National Park,259
18789,Vascular Plant,Lomatium utriculatum,Common Lomatium,Not in Danger,Yosemite National Park,124
18790,Vascular Plant,Lomatium utriculatum,Common Lomatium,Not in Danger,Bryce National Park,120
18791,Vascular Plant,Lomatium utriculatum,Common Lomatium,Not in Danger,Great Smoky Mountains National Park,69
18792,Vascular Plant,Osmorhiza brachypoda,"California Sweetcicely, California Sweet-Cicely",Not in Danger,Great Smoky Mountains National Park,100
18793,Vascular Plant,Osmorhiza brachypoda,"California Sweetcicely, California Sweet-Cicely",Not in Danger,Bryce National Park,101
18794,Vascular Plant,Osmorhiza brachypoda,"California Sweetcicely, California Sweet-Cicely",Not in Danger,Yellowstone National Park,237
18795,Vascular Plant,Osmorhiza brachypoda,"California Sweetcicely, California Sweet-Cicely",Not in Danger,Yosemite National Park,125
18796,Vascular Plant,Osmorhiza occidentalis,"Sweetanise, Western Sweetroot",Not in Danger,Great Smoky Mountains National Park,70
18797,Vascular Plant,Osmorhiza occidentalis,"Sweetanise, Western Sweetroot",Not in Danger,Yellowstone National Park,245
18798,Vascular Plant,Osmorhiza occidentalis,"Sweetanise, Western Sweetroot",Not in Danger,Bryce National Park,117
18799,Vascular Plant,Osmorhiza occidentalis,"Sweetanise, Western Sweetroot",Not in Danger,Yosemite National Park,128
18800,Vascular Plant,Oxypolis occidentalis,Western Cowbane,Not in Danger,Bryce National Park,121
18801,Vascular Plant,Oxypolis occidentalis,Western Cowbane,Not in Danger,Great Smoky Mountains National Park,51
18802,Vascular Plant,Oxypolis occidentalis,Western Cowbane,Not in Danger,Yosemite National Park,142
18803,Vascular Plant,Oxypolis occidentalis,Western Cowbane,Not in Danger,Yellowstone National Park,242
18804,Vascular Plant,Perideridia bolanderi,Bolander's Yampah,Not in Danger,Great Smoky Mountains National Park,78
18805,Vascular Plant,Perideridia bolanderi,Bolander's Yampah,Not in Danger,Bryce National Park,71
18806,Vascular Plant,Perideridia bolanderi,Bolander's Yampah,Not in Danger,Yosemite National Park,145
18807,Vascular Plant,Perideridia bolanderi,Bolander's Yampah,Not in Danger,Yellowstone National Park,248
18808,Vascular Plant,Perideridia bolanderi ssp. bolanderi,Bolander's Yampah,Not in Danger,Great Smoky Mountains National Park,80
18809,Vascular Plant,Perideridia bolanderi ssp. bolanderi,Bolander's Yampah,Not in Danger,Yellowstone National Park,252
18810,Vascular Plant,Perideridia bolanderi ssp. bolanderi,Bolander's Yampah,Not in Danger,Yosemite National Park,148
18811,Vascular Plant,Perideridia bolanderi ssp. bolanderi,Bolander's Yampah,Not in Danger,Bryce National Park,122
18812,Vascular Plant,Perideridia howellii,Howell's Yampah,Not in Danger,Yosemite National Park,126
18813,Vascular Plant,Perideridia howellii,Howell's Yampah,Not in Danger,Great Smoky Mountains National Park,68
18814,Vascular Plant,Perideridia howellii,Howell's Yampah,Not in Danger,Yellowstone National Park,259
18815,Vascular Plant,Perideridia howellii,Howell's Yampah,Not in Danger,Bryce National Park,76
18816,Vascular Plant,Perideridia kelloggii,Kellogg's Yampah,Not in Danger,Yosemite National Park,169
18817,Vascular Plant,Perideridia kelloggii,Kellogg's Yampah,Not in Danger,Yellowstone National Park,231
18818,Vascular Plant,Perideridia kelloggii,Kellogg's Yampah,Not in Danger,Great Smoky Mountains National Park,75
18819,Vascular Plant,Perideridia kelloggii,Kellogg's Yampah,Not in Danger,Bryce National Park,89
18820,Vascular Plant,Perideridia lemmonii,Lemmon's Yampah,Not in Danger,Great Smoky Mountains National Park,67
18821,Vascular Plant,Perideridia lemmonii,Lemmon's Yampah,Not in Danger,Yosemite National Park,140
18822,Vascular Plant,Perideridia lemmonii,Lemmon's Yampah,Not in Danger,Bryce National Park,89
18823,Vascular Plant,Perideridia lemmonii,Lemmon's Yampah,Not in Danger,Yellowstone National Park,247
18824,Vascular Plant,Perideridia parishii ssp. latifolia,Parish's Yampah,Not in Danger,Bryce National Park,85
18825,Vascular Plant,Perideridia parishii ssp. latifolia,Parish's Yampah,Not in Danger,Great Smoky Mountains National Park,76
18826,Vascular Plant,Perideridia parishii ssp. latifolia,Parish's Yampah,Not in Danger,Yellowstone National Park,262
18827,Vascular Plant,Perideridia parishii ssp. latifolia,Parish's Yampah,Not in Danger,Yosemite National Park,153
18828,Vascular Plant,Podistera nevadensis,Nevada Podistera,Not in Danger,Yellowstone National Park,215
18829,Vascular Plant,Podistera nevadensis,Nevada Podistera,Not in Danger,Yosemite National Park,121
18830,Vascular Plant,Podistera nevadensis,Nevada Podistera,Not in Danger,Bryce National Park,79
18831,Vascular Plant,Podistera nevadensis,Nevada Podistera,Not in Danger,Great Smoky Mountains National Park,83
18832,Vascular Plant,Sanicula bipinnatifida,Purple Sanicle,Not in Danger,Bryce National Park,105
18833,Vascular Plant,Sanicula bipinnatifida,Purple Sanicle,Not in Danger,Yosemite National Park,117
18834,Vascular Plant,Sanicula bipinnatifida,Purple Sanicle,Not in Danger,Great Smoky Mountains National Park,74
18835,Vascular Plant,Sanicula bipinnatifida,Purple Sanicle,Not in Danger,Yellowstone National Park,256
18836,Vascular Plant,Sanicula tuberosa,Turkey Pea,Not in Danger,Yosemite National Park,135
18837,Vascular Plant,Sanicula tuberosa,Turkey Pea,Not in Danger,Bryce National Park,94
18838,Vascular Plant,Sanicula tuberosa,Turkey Pea,Not in Danger,Great Smoky Mountains National Park,74
18839,Vascular Plant,Sanicula tuberosa,Turkey Pea,Not in Danger,Yellowstone National Park,263
18840,Vascular Plant,Sphenosciadium capitellatum,"Button Parsley, Woollyhead Parsnip",Not in Danger,Yosemite National Park,147
18841,Vascular Plant,Sphenosciadium capitellatum,"Button Parsley, Woollyhead Parsnip",Not in Danger,Yellowstone National Park,237
18842,Vascular Plant,Sphenosciadium capitellatum,"Button Parsley, Woollyhead Parsnip",Not in Danger,Great Smoky Mountains National Park,92
18843,Vascular Plant,Sphenosciadium capitellatum,"Button Parsley, Woollyhead Parsnip",Not in Danger,Bryce National Park,130
18844,Vascular Plant,Tauschia hartwegii,Hartweg's Umbrellawort,Not in Danger,Bryce National Park,112
18845,Vascular Plant,Tauschia hartwegii,Hartweg's Umbrellawort,Not in Danger,Great Smoky Mountains National Park,96
18846,Vascular Plant,Tauschia hartwegii,Hartweg's Umbrellawort,Not in Danger,Yosemite National Park,138
18847,Vascular Plant,Tauschia hartwegii,Hartweg's Umbrellawort,Not in Danger,Yellowstone National Park,267
18848,Vascular Plant,Torilis nodosa,"Knotted Hedgeparsley, Knotted Hedge-Parsley",Not in Danger,Yosemite National Park,170
18849,Vascular Plant,Torilis nodosa,"Knotted Hedgeparsley, Knotted Hedge-Parsley",Not in Danger,Bryce National Park,89
18850,Vascular Plant,Torilis nodosa,"Knotted Hedgeparsley, Knotted Hedge-Parsley",Not in Danger,Great Smoky Mountains National Park,56
18851,Vascular Plant,Torilis nodosa,"Knotted Hedgeparsley, Knotted Hedge-Parsley",Not in Danger,Yellowstone National Park,231
18852,Vascular Plant,Yabea microcarpa,"False Carrot, False Hedge-Parsley, Falsecarrot",Not in Danger,Yellowstone National Park,260
18853,Vascular Plant,Yabea microcarpa,"False Carrot, False Hedge-Parsley, Falsecarrot",Not in Danger,Great Smoky Mountains National Park,61
18854,Vascular Plant,Yabea microcarpa,"False Carrot, False Hedge-Parsley, Falsecarrot",Not in Danger,Bryce National Park,45
18855,Vascular Plant,Yabea microcarpa,"False Carrot, False Hedge-Parsley, Falsecarrot",Not in Danger,Yosemite National Park,155
18856,Vascular Plant,Aralia californica,California Spikenard,Not in Danger,Great Smoky Mountains National Park,102
18857,Vascular Plant,Aralia californica,California Spikenard,Not in Danger,Yellowstone National Park,241
18858,Vascular Plant,Aralia californica,California Spikenard,Not in Danger,Yosemite National Park,200
18859,Vascular Plant,Aralia californica,California Spikenard,Not in Danger,Bryce National Park,44
18860,Vascular Plant,Allium amplectens,Narrowleaf Onion,Not in Danger,Yosemite National Park,167
18861,Vascular Plant,Allium amplectens,Narrowleaf Onion,Not in Danger,Yellowstone National Park,239
18862,Vascular Plant,Allium amplectens,Narrowleaf Onion,Not in Danger,Great Smoky Mountains National Park,112
18863,Vascular Plant,Allium amplectens,Narrowleaf Onion,Not in Danger,Bryce National Park,96
18864,Vascular Plant,Allium bisceptrum var. bisceptrum,Twincrest Onion,Not in Danger,Great Smoky Mountains National Park,68
18865,Vascular Plant,Allium bisceptrum var. bisceptrum,Twincrest Onion,Not in Danger,Yosemite National Park,145
18866,Vascular Plant,Allium bisceptrum var. bisceptrum,Twincrest Onion,Not in Danger,Yellowstone National Park,276
18867,Vascular Plant,Allium bisceptrum var. bisceptrum,Twincrest Onion,Not in Danger,Bryce National Park,105
18868,Vascular Plant,Allium campanulatum,"Dusky Onion, Sierra Onion",Not in Danger,Yellowstone National Park,234
18869,Vascular Plant,Allium campanulatum,"Dusky Onion, Sierra Onion",Not in Danger,Great Smoky Mountains National Park,84
18870,Vascular Plant,Allium campanulatum,"Dusky Onion, Sierra Onion",Not in Danger,Bryce National Park,136
18871,Vascular Plant,Allium campanulatum,"Dusky Onion, Sierra Onion",Not in Danger,Yosemite National Park,166
18872,Vascular Plant,Allium hyalinum,Glassy Onion,Not in Danger,Yellowstone National Park,245
18873,Vascular Plant,Allium hyalinum,Glassy Onion,Not in Danger,Bryce National Park,106
18874,Vascular Plant,Allium hyalinum,Glassy Onion,Not in Danger,Great Smoky Mountains National Park,88
18875,Vascular Plant,Allium hyalinum,Glassy Onion,Not in Danger,Yosemite National Park,140
18876,Vascular Plant,Allium obtusum,"Red Sierra Onion, Red Sierran Onion",Not in Danger,Yosemite National Park,157
18877,Vascular Plant,Allium obtusum,"Red Sierra Onion, Red Sierran Onion",Not in Danger,Yellowstone National Park,230
18878,Vascular Plant,Allium obtusum,"Red Sierra Onion, Red Sierran Onion",Not in Danger,Great Smoky Mountains National Park,81
18879,Vascular Plant,Allium obtusum,"Red Sierra Onion, Red Sierran Onion",Not in Danger,Bryce National Park,127
18880,Vascular Plant,Allium obtusum var. conspicuum,Red Sierra Onion,Not in Danger,Yosemite National Park,119
18881,Vascular Plant,Allium obtusum var. conspicuum,Red Sierra Onion,Not in Danger,Bryce National Park,113
18882,Vascular Plant,Allium obtusum var. conspicuum,Red Sierra Onion,Not in Danger,Great Smoky Mountains National Park,85
18883,Vascular Plant,Allium obtusum var. conspicuum,Red Sierra Onion,Not in Danger,Yellowstone National Park,244
18884,Vascular Plant,Allium obtusum var. obtusum,"Red Sierra Onion, Red Sierran Onion",Not in Danger,Yellowstone National Park,262
18885,Vascular Plant,Allium obtusum var. obtusum,"Red Sierra Onion, Red Sierran Onion",Not in Danger,Yosemite National Park,130
18886,Vascular Plant,Allium obtusum var. obtusum,"Red Sierra Onion, Red Sierran Onion",Not in Danger,Great Smoky Mountains National Park,97
18887,Vascular Plant,Allium obtusum var. obtusum,"Red Sierra Onion, Red Sierran Onion",Not in Danger,Bryce National Park,108
18888,Vascular Plant,Allium tribracteatum,Threebract Onion,Species of Concern,Yellowstone National Park,230
18889,Vascular Plant,Allium tribracteatum,Threebract Onion,Species of Concern,Yosemite National Park,135
18890,Vascular Plant,Allium tribracteatum,Threebract Onion,Species of Concern,Great Smoky Mountains National Park,66
18891,Vascular Plant,Allium tribracteatum,Threebract Onion,Species of Concern,Bryce National Park,125
18892,Vascular Plant,Allium validum,"Pacific Onion, Swamp Onion",Not in Danger,Yellowstone National Park,227
18893,Vascular Plant,Allium validum,"Pacific Onion, Swamp Onion",Not in Danger,Great Smoky Mountains National Park,54
18894,Vascular Plant,Allium validum,"Pacific Onion, Swamp Onion",Not in Danger,Yosemite National Park,159
18895,Vascular Plant,Allium validum,"Pacific Onion, Swamp Onion",Not in Danger,Bryce National Park,117
18896,Vascular Plant,Allium yosemitense,Yosemite Onion,Not in Danger,Yosemite National Park,139
18897,Vascular Plant,Allium yosemitense,Yosemite Onion,Not in Danger,Bryce National Park,98
18898,Vascular Plant,Allium yosemitense,Yosemite Onion,Not in Danger,Yellowstone National Park,226
18899,Vascular Plant,Allium yosemitense,Yosemite Onion,Not in Danger,Great Smoky Mountains National Park,79
18900,Vascular Plant,Brodiaea elegans ssp. elegans,Harvest Brodiaea,Not in Danger,Yosemite National Park,156
18901,Vascular Plant,Brodiaea elegans ssp. elegans,Harvest Brodiaea,Not in Danger,Great Smoky Mountains National Park,56
18902,Vascular Plant,Brodiaea elegans ssp. elegans,Harvest Brodiaea,Not in Danger,Yellowstone National Park,236
18903,Vascular Plant,Brodiaea elegans ssp. elegans,Harvest Brodiaea,Not in Danger,Bryce National Park,75
18904,Vascular Plant,Camassia quamash ssp. breviflora,Small Camas,Not in Danger,Yellowstone National Park,258
18905,Vascular Plant,Camassia quamash ssp. breviflora,Small Camas,Not in Danger,Yosemite National Park,159
18906,Vascular Plant,Camassia quamash ssp. breviflora,Small Camas,Not in Danger,Great Smoky Mountains National Park,70
18907,Vascular Plant,Camassia quamash ssp. breviflora,Small Camas,Not in Danger,Bryce National Park,115
18908,Vascular Plant,Camassia quamash ssp. quamash,Small Camas,Not in Danger,Yellowstone National Park,236
18909,Vascular Plant,Camassia quamash ssp. quamash,Small Camas,Not in Danger,Bryce National Park,120
18910,Vascular Plant,Camassia quamash ssp. quamash,Small Camas,Not in Danger,Yosemite National Park,142
18911,Vascular Plant,Camassia quamash ssp. quamash,Small Camas,Not in Danger,Great Smoky Mountains National Park,114
18912,Vascular Plant,Chlorogalum pomeridianum var. pomeridianum,Wavyleaf Soap Plant,Not in Danger,Bryce National Park,76
18913,Vascular Plant,Chlorogalum pomeridianum var. pomeridianum,Wavyleaf Soap Plant,Not in Danger,Yellowstone National Park,266
18914,Vascular Plant,Chlorogalum pomeridianum var. pomeridianum,Wavyleaf Soap Plant,Not in Danger,Great Smoky Mountains National Park,70
18915,Vascular Plant,Chlorogalum pomeridianum var. pomeridianum,Wavyleaf Soap Plant,Not in Danger,Yosemite National Park,142
18916,Vascular Plant,Dichelostemma capitatum ssp. capitatum,"Bluedick, Bluedicks",Not in Danger,Bryce National Park,110
18917,Vascular Plant,Dichelostemma capitatum ssp. capitatum,"Bluedick, Bluedicks",Not in Danger,Yellowstone National Park,252
18918,Vascular Plant,Dichelostemma capitatum ssp. capitatum,"Bluedick, Bluedicks",Not in Danger,Great Smoky Mountains National Park,88
18919,Vascular Plant,Dichelostemma capitatum ssp. capitatum,"Bluedick, Bluedicks",Not in Danger,Yosemite National Park,140
18920,Vascular Plant,Dichelostemma multiflorum,Roundtooth Snakelily,Not in Danger,Bryce National Park,107
18921,Vascular Plant,Dichelostemma multiflorum,Roundtooth Snakelily,Not in Danger,Great Smoky Mountains National Park,112
18922,Vascular Plant,Dichelostemma multiflorum,Roundtooth Snakelily,Not in Danger,Yellowstone National Park,252
18923,Vascular Plant,Dichelostemma multiflorum,Roundtooth Snakelily,Not in Danger,Yosemite National Park,162
18924,Vascular Plant,Dichelostemma volubile,Twining Snakelily,Not in Danger,Great Smoky Mountains National Park,67
18925,Vascular Plant,Dichelostemma volubile,Twining Snakelily,Not in Danger,Bryce National Park,116
18926,Vascular Plant,Dichelostemma volubile,Twining Snakelily,Not in Danger,Yellowstone National Park,206
18927,Vascular Plant,Dichelostemma volubile,Twining Snakelily,Not in Danger,Yosemite National Park,127
18928,Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,Not in Danger,Yosemite National Park,144
18929,Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,Not in Danger,Bryce National Park,112
18930,Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,Not in Danger,Great Smoky Mountains National Park,37
18931,Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,Not in Danger,Yellowstone National Park,250
18932,Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",Not in Danger,Great Smoky Mountains National Park,20
18933,Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",Not in Danger,Yosemite National Park,157
18934,Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",Not in Danger,Bryce National Park,84
18935,Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",Not in Danger,Yellowstone National Park,254
18936,Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,Not in Danger,Yellowstone National Park,266
18937,Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,Not in Danger,Great Smoky Mountains National Park,68
18938,Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,Not in Danger,Yosemite National Park,151
18939,Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,Not in Danger,Bryce National Park,117
18940,Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,Not in Danger,Yosemite National Park,114
18941,Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,Not in Danger,Great Smoky Mountains National Park,73
18942,Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,Not in Danger,Bryce National Park,95
18943,Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,Not in Danger,Yellowstone National Park,246
18944,Vascular Plant,Triteleia laxa,Ithuriel's Spear,Not in Danger,Great Smoky Mountains National Park,44
18945,Vascular Plant,Triteleia laxa,Ithuriel's Spear,Not in Danger,Bryce National Park,120
18946,Vascular Plant,Triteleia laxa,Ithuriel's Spear,Not in Danger,Yosemite National Park,126
18947,Vascular Plant,Triteleia laxa,Ithuriel's Spear,Not in Danger,Yellowstone National Park,290
18948,Vascular Plant,Triteleia lugens,Coast Range Triteleia,Not in Danger,Yellowstone National Park,261
18949,Vascular Plant,Triteleia lugens,Coast Range Triteleia,Not in Danger,Yosemite National Park,166
18950,Vascular Plant,Triteleia lugens,Coast Range Triteleia,Not in Danger,Bryce National Park,107
18951,Vascular Plant,Triteleia lugens,Coast Range Triteleia,Not in Danger,Great Smoky Mountains National Park,57
18952,Vascular Plant,Triteleia montana,Sierra Triteleia,Not in Danger,Yellowstone National Park,272
18953,Vascular Plant,Triteleia montana,Sierra Triteleia,Not in Danger,Yosemite National Park,171
18954,Vascular Plant,Triteleia montana,Sierra Triteleia,Not in Danger,Great Smoky Mountains National Park,76
18955,Vascular Plant,Triteleia montana,Sierra Triteleia,Not in Danger,Bryce National Park,78
18956,Vascular Plant,Iris hartwegii ssp. hartwegii,"Hartweg's Iris, Rainbow Iris",Not in Danger,Yosemite National Park,149
18957,Vascular Plant,Iris hartwegii ssp. hartwegii,"Hartweg's Iris, Rainbow Iris",Not in Danger,Yellowstone National Park,244
18958,Vascular Plant,Iris hartwegii ssp. hartwegii,"Hartweg's Iris, Rainbow Iris",Not in Danger,Bryce National Park,113
18959,Vascular Plant,Iris hartwegii ssp. hartwegii,"Hartweg's Iris, Rainbow Iris",Not in Danger,Great Smoky Mountains National Park,82
18960,Vascular Plant,Sisyrinchium bellum,Western Blue-Eyed Grass,Not in Danger,Bryce National Park,127
18961,Vascular Plant,Sisyrinchium bellum,Western Blue-Eyed Grass,Not in Danger,Yellowstone National Park,230
18962,Vascular Plant,Sisyrinchium bellum,Western Blue-Eyed Grass,Not in Danger,Great Smoky Mountains National Park,119
18963,Vascular Plant,Sisyrinchium bellum,Western Blue-Eyed Grass,Not in Danger,Yosemite National Park,212
18964,Vascular Plant,Sisyrinchium elmeri,"Elmer's Blueeyed Grass, Elmer's Blue-Eyed Grass, Elmer's Blue-Eyed-Grass",Not in Danger,Yosemite National Park,193
18965,Vascular Plant,Sisyrinchium elmeri,"Elmer's Blueeyed Grass, Elmer's Blue-Eyed Grass, Elmer's Blue-Eyed-Grass",Not in Danger,Great Smoky Mountains National Park,90
18966,Vascular Plant,Sisyrinchium elmeri,"Elmer's Blueeyed Grass, Elmer's Blue-Eyed Grass, Elmer's Blue-Eyed-Grass",Not in Danger,Bryce National Park,80
